gene_name,transcript_id,exon_idx,exon_length,PC1,PC2
NUTM2D,ENST00000381697.6,2,700,-6.340320758567299,0.2571409154469787
SLC16A12,ENST00000371790.4,4,580,-1.315665168780748,0.7742384607409294
KIF20B,ENST00000260753.8,19,1231,4.764360930488248,2.267816830956189
HTR7,ENST00000336152.7,2,756,-1.5671654179187362,2.385242344973324
BTAF1,ENST00000265990.10,20,427,2.689362196012983,-2.800485669840505
PLCE1,ENST00000371380.7,7,676,-2.390184127460827,-1.842791534128558
PIK3AP1,ENST00000339364.9,2,417,-1.36904995475532,4.008862147198915
SLF2,ENST00000238961.8,3,731,-9.155638329826038,-1.093643867741524
SLF2,ENST00000238961.8,5,998,-0.24404719639592,3.001602580035509
MGEA5,ENST00000361464.7,9,614,11.058444154049957,-0.9735400032026484
PPRC1,ENST00000413464.6,5,2905,-8.229298004849625,1.0681272622964737
NOLC1,ENST00000605788.5,10,642,9.96212940351366,-1.7926645146955231
MFSD13A,ENST00000238936.8,3,453,4.855460103673428,0.8288603365475008
PDCD11,ENST00000369797.7,19,542,10.628269335179592,-1.7261596342029837
NEURL1,ENST00000369780.8,4,690,-3.293150721229289,1.0710407386506606
SLK,ENST00000335753.8,9,1356,2.7996283454034283,3.458672268338405
RBM20,ENST00000369519.3,2,1084,-3.550919053371673,1.453102614488766
RBM20,ENST00000369519.3,9,670,2.041959274762821,-1.688057478814539
DCLRE1A,ENST00000361384.6,2,1665,-6.6680852375205335,2.664363435387144
NHLRC2,ENST00000369301.3,3,456,2.6798612624515616,0.3913733884909837
VWA2,ENST00000392982.7,10,573,8.790345859488891,-2.22808510923986
VWA2,ENST00000392982.7,11,552,6.115210572441568,-0.7086523117557395
RAB11FIP2,ENST00000355624.7,2,443,3.187374839966039,-0.2679025999875434
EIF3A,ENST00000369144.7,19,779,10.542727040369034,-1.8566036798819128
SEC23IP,ENST00000369075.7,2,533,1.6250131437161808,1.3226474316514762
TACC2,ENST00000369005.5,3,5313,-7.963538694654851,-0.6425031362254046
TACC2,ENST00000369005.5,8,1312,-2.982954025419566,0.4804581128414336
MMP21,ENST00000368808.3,2,535,5.279246878459207,0.6443742698509877
MKI67,ENST00000368653.7,11,6845,-7.448649496997822,-0.7551408607900938
JAKMIP3,ENST00000298622.8,2,498,7.32357282496449,1.2734585596628072
KNDC1,ENST00000304613.7,6,701,-4.217403733494698,-2.208130253236365
KNDC1,ENST00000304613.7,14,689,-1.9554041783294396,-2.2804204732755635
PAOX,ENST00000278060.9,2,487,8.497359041982635,3.591024117251012
SCART1,ENST00000640237.1,6,684,1.712355561435705,-0.5294370079983489
RIC8A,ENST00000526104.5,3,594,2.869439285084175,1.0138237154302532
NLRP6,ENST00000534750.5,4,1756,-4.028904887860527,3.794082999301079
PGGHG,ENST00000409548.6,3,436,9.686670418588056,0.1377482390016791
B4GALNT4,ENST00000329962.10,14,907,-0.7595826170765454,0.0209295884961266
PHRF1,ENST00000534320.5,13,2655,-2.9820243238236026,-1.488540168360118
CDHR5,ENST00000397542.6,13,582,3.954726466371363,-1.7975566709510675
MUC6,ENST00000421673.6,31,3009,-14.568183192436308,-0.843289774754464
MUC5AC,ENST00000621226.2,31,10371,-14.161616499658512,-1.9722067849198803
MUC5B,ENST00000529681.5,31,10893,-16.273583167175943,-2.38258090803133
ART5,ENST00000397068.7,2,730,-4.2405075717260665,2.399895702737313
ART1,ENST00000250693.1,2,781,-3.356953089622072,3.464916300619921
TRIM6-TRIM34,ENST00000354852.5,2,490,-4.130438248751919,2.1803468926285485
TRIM6-TRIM34,ENST00000354852.5,8,500,7.70851143923716,-1.69656383477438
FAM160A2,ENST00000449352.6,2,639,-4.597965705809404,1.0145958077205428
FAM160A2,ENST00000449352.6,8,780,-1.1057463640267502,-0.2243151922850857
SMPD1,ENST00000342245.8,2,773,0.2776673152705154,1.7972691893468915
TRIM3,ENST00000525074.5,5,733,6.431184611465999,1.405621716409442
DCHS1,ENST00000299441.4,5,1026,-6.681098024948308,-1.6224887720567045
DCHS1,ENST00000299441.4,9,865,-5.383603060041344,-1.266938563096327
DCHS1,ENST00000299441.4,13,879,-3.5163070385746797,-0.9058772588592512
NLRP14,ENST00000299481.4,3,1597,-7.247563883053997,3.207757378704002
TRIM66,ENST00000299550.10,8,926,-7.521063388322386,-0.5318786712789256
DENND5A,ENST00000328194.7,4,658,2.850261912215705,0.128087866328004
USP47,ENST00000339865.9,19,778,7.147903304128863,-1.2212544743830125
CYP2R1,ENST00000334636.9,3,633,7.968583104096714,3.0197019602386552
OTOG,ENST00000399391.6,35,1769,-9.200933621065213,0.0923536169797625
HPS5,ENST00000396253.7,12,578,2.823606580644179,-1.3959143528353557
SPTY2D1,ENST00000336349.5,3,1536,-5.329760581760576,-1.619674376818856
NAV2,ENST00000360655.8,7,1102,-3.934620529188629,-1.400001070865931
NAV2,ENST00000360655.8,14,703,0.2420866984168772,-2.1649567263782354
NAV2,ENST00000360655.8,15,468,2.6770107247839032,-1.4882877722794656
SLC6A5,ENST00000525748.5,2,537,0.7602191386421675,0.0216208958580817
MUC15,ENST00000436318.6,2,732,-4.019376960666369,2.708447150808648
KIF18A,ENST00000263181.6,13,448,3.457988575773397,-1.8395083714153064
CCDC73,ENST00000335185.9,15,1521,-4.524915183188269,3.5827022070025567
QSER1,ENST00000399302.6,2,3693,-7.502784029293271,2.761755466937098
MAPK8IP1,ENST00000241014.6,5,813,4.034255726384335,1.4205888827910451
AMBRA1,ENST00000314845.7,7,1037,-3.921385788268771,2.345550839434501
TRIM48,ENST00000417545.4,2,415,5.962378366217543,1.1707248370963694
CTNND1,ENST00000524630.5,4,536,10.044285313206332,-1.6785314584330182
CTNND1,ENST00000524630.5,5,464,9.8912424902821,-0.9275012831921856
CPSF7,ENST00000340437.8,6,415,4.791420547034873,-2.0214103765667177
INCENP,ENST00000394818.7,3,809,-2.40879708772936,-0.6106568705025714
TUT1,ENST00000308436.11,5,470,4.893337158166388,-1.5883513773016509
SLC3A2,ENST00000377890.6,4,429,15.531481099218016,-0.1647544095904705
C11orf95,ENST00000433688.2,2,498,-9.3019869851387,-1.3576818965711603
CCDC88B,ENST00000356786.9,14,1161,-2.417954291996185,2.770505514848701
CDC42BPG,ENST00000342711.5,30,600,9.511776548716265,0.3186174736715266
EHD1,ENST00000320631.7,3,413,8.326665575008507,-1.8396672932607865
EHBP1L1,ENST00000309295.8,9,2227,0.5434193410834193,2.206897495552364
EHBP1L1,ENST00000309295.8,12,633,8.060848657662772,-1.3299947645015244
PCNX3,ENST00000355703.3,6,1128,-4.7799307811624185,1.1979224965072257
SIPA1,ENST00000534313.5,7,610,5.544868532521234,1.168348760541303
TSGA10IP,ENST00000532620.5,3,719,0.3946526235388347,-1.019538990050974
RIN1,ENST00000311320.8,6,738,-3.827701427182653,-1.8004968953128797
SPTBN2,ENST00000533211.5,13,871,-0.1311320535510028,-0.9064468542821604
SPTBN2,ENST00000533211.5,15,757,4.9336011539062605,-1.0558224392000823
CARNS1,ENST00000531040.5,4,488,5.706015248546956,-0.1989167593527262
C2CD3,ENST00000334126.11,14,495,-0.8332880468420996,-2.6314868494923824
C2CD3,ENST00000334126.11,23,603,1.6303698769573198,-2.4268977711027886
C2CD3,ENST00000334126.11,31,928,-4.441813224566669,-2.1734259135050813
RSF1,ENST00000308488.10,6,1775,-2.5911634463337934,4.204139714789739
GAB2,ENST00000340149.6,3,587,3.5311842649385574,-0.9459467346712797
TENM4,ENST00000278550.11,24,878,-1.4406133991181471,-0.6950074523125166
TENM4,ENST00000278550.11,28,1615,-1.0834057242137392,0.6184565072339191
PCF11,ENST00000298281.8,5,1115,-4.5352123261498365,0.8633217386783204
PCF11,ENST00000298281.8,8,1568,-1.2845650430358575,-0.2803487996635041
SYTL2,ENST00000359152.9,6,804,3.67624433140606,1.3130132066761453
FAT3,ENST00000409404.6,9,4074,-11.353146423973994,-1.2594006101295456
FAT3,ENST00000409404.6,18,799,-5.526274943806681,-1.6198446801133588
FAT3,ENST00000409404.6,21,469,-2.4832818408885946,-3.0655663291792075
FAT3,ENST00000409404.6,23,656,-2.6881850415274564,-2.1169964529011884
CEP295,ENST00000325212.10,14,3505,-9.797074610630151,-0.3316571179039539
CEP295,ENST00000325212.10,23,662,-3.2498771776919555,-2.088468945795575
MAML2,ENST00000524717.5,2,1626,-14.95277033889651,1.230207949396224
TRPC6,ENST00000344327.7,2,775,4.699010593047035,2.6608815323313277
CEP126,ENST00000263468.12,6,2140,-9.645544728595116,2.085087038583344
GUCY1A2,ENST00000526355.6,4,719,-3.738212813698557,-1.6773468348936311
CWF19L2,ENST00000282251.9,8,653,11.610878119554297,-0.3820998643407439
NPAT,ENST00000278612.8,13,1653,-4.432499119609119,1.7720338704091538
DDX10,ENST00000322536.7,13,466,14.5633380206183,-1.403873529122699
ZC3H12C,ENST00000278590.7,2,752,-9.733360103789163,0.5100254691886771
NXPE2,ENST00000389586.4,3,734,-0.1610860745557231,2.1565863612377743
TMPRSS13,ENST00000528626.5,2,430,3.051877329112965,2.264568624088655
KMT2A,ENST00000534358.5,3,2654,-11.422145532950656,-1.499888457913902
KMT2A,ENST00000534358.5,27,4249,-10.825208288243298,-0.5513163501467852
PHLDB1,ENST00000361417.6,5,1346,-8.817766928447845,0.1762768382709778
BCL9L,ENST00000334801.7,6,2290,-12.90615322155791,-2.157312820670932
ARHGEF12,ENST00000356641.7,37,471,9.175225866045285,-2.188698624685392
TECTA,ENST00000392793.5,6,413,-0.6568615628650931,-3.3867431669797936
TECTA,ENST00000392793.5,7,571,-3.0950775358772256,-2.184528671493997
TECTA,ENST00000392793.5,8,593,-0.2935987342679767,-1.529311248784904
TECTA,ENST00000392793.5,9,574,0.5614254212777051,-2.0305718290436725
TECTA,ENST00000392793.5,10,602,-0.4537078271429339,-1.1039752906895304
TECTA,ENST00000392793.5,11,562,3.686424464899324,-0.3351115394650421
C11orf63,ENST00000227349.6,2,520,2.7286152235387657,0.4410525859120199
C11orf63,ENST00000227349.6,4,656,1.891407344431915,-1.7218850505576344
HSPA8,ENST00000532636.5,4,556,14.165120119935128,0.7107845427676618
CCDC15,ENST00000529051.5,7,1008,-3.6339432045757514,-1.9687820415453112
ACRV1,ENST00000533904.5,2,501,8.442749754091228,1.964212910468905
ARHGAP32,ENST00000310343.13,20,879,-12.24809442487853,-2.612443633255937
NFRKB,ENST00000446488.7,22,768,-2.2672858463676757,-2.2294746442695974
IGSF9B,ENST00000533871.6,18,1656,-9.789723132380535,0.1156384800242274
B3GAT1,ENST00000392580.5,2,509,8.168804617683902,2.6684967203097574
IQSEC3,ENST00000538872.5,4,1088,-4.573469549709837,1.6273084263608195
B4GALNT3,ENST00000266383.9,14,790,6.176960181318994,-1.171155244139126
WNK1,ENST00000535572.5,17,1436,-8.053920462352918,-1.4108122750705154
WNK1,ENST00000535572.5,22,662,1.151068661525541,-1.7719420444090916
DCP1B,ENST00000280665.10,7,873,-4.765189662250702,-0.3472668595886337
VWF,ENST00000261405.9,27,1379,-2.980030481712972,1.506854285315223
ACRBP,ENST00000229243.6,5,469,15.525361893896529,-0.907209782669158
PIANP,ENST00000540656.5,2,506,-3.487267144323412,2.657701086476996
ATN1,ENST00000356654.8,4,2015,-12.402351439670324,2.5597815751237643
ATN1,ENST00000356654.8,6,697,-0.046144796347428,-0.3057431193874183
FOXJ2,ENST00000162391.7,6,408,5.038835155506898,-2.168413015773132
ETV6,ENST00000396373.8,5,546,1.582623478892254,-1.829968582298632
ATF7IP,ENST00000261168.8,8,639,1.0669582969283231,-2.6865400822351093
PTPRO,ENST00000281171.8,5,444,9.501744435447424,-0.473545610486131
RASSF8,ENST00000381352.7,2,890,3.270675975622362,2.642455077722119
DENND5B,ENST00000389082.9,3,667,-3.69571589994639,0.9636285389421068
DENND5B,ENST00000389082.9,5,537,5.414126128270819,-0.9252255908151956
FGD4,ENST00000534526.6,4,508,12.219980232471524,0.237249987739917
PKP2,ENST00000340811.8,3,698,6.878354341871505,-0.7365033995697556
SYT10,ENST00000228567.7,3,568,6.326641573696307,-0.0100737742132821
C12orf40,ENST00000405531.7,8,530,0.5038028009714797,0.2531828949776507
ARID2,ENST00000334344.10,15,2861,-9.008739580330497,3.056814271612474
SCAF11,ENST00000369367.7,10,2718,-6.004479298185312,2.5588925066972648
KMT2D,ENST00000301067.11,10,1539,-19.12014796251387,-3.7963552351858114
KMT2D,ENST00000301067.11,11,1109,-16.09805152443307,-3.240201602717798
KMT2D,ENST00000301067.11,31,1812,-18.04263463012405,-2.952547200952362
KMT2D,ENST00000301067.11,34,1865,-17.79119526245404,-3.1171554228087115
KMT2D,ENST00000301067.11,39,2790,-18.36752905266045,-2.615364538522932
KMT2D,ENST00000301067.11,48,1141,-13.552287361428458,-3.0537084141333044
BIN2,ENST00000604560.5,9,754,-2.2559866921017564,-3.3689931151714334
TNS2,ENST00000379902.7,12,1212,-4.721702499467509,3.98326917700893
TNS2,ENST00000379902.7,14,590,-0.2769603171227184,-0.4753228389030257
MAP3K12,ENST00000267079.6,11,625,0.8263478217540036,-2.122477403089287
PMEL,ENST00000449260.6,6,723,8.78799900353115,0.936095167602184
BAZ2A,ENST00000379441.7,7,474,1.927303052308357,-1.5663155431132012
BAZ2A,ENST00000379441.7,21,647,-1.3306835320914827,-1.9006825505527896
NAB2,ENST00000300131.7,2,874,0.0010354291348752,1.4795361244513283
DTX3,ENST00000548804.5,2,749,-5.788639467613748,0.7453008721532484
LRIG3,ENST00000379141.8,15,453,9.980932183034511,-0.5155371582045525
MON2,ENST00000393630.7,26,623,0.7378628882157972,-1.45969355245898
HELB,ENST00000247815.8,2,420,-8.934956039030913,-0.3479826667433955
HELB,ENST00000247815.8,4,903,-2.0706183850613424,0.4525739501925333
CAND1,ENST00000545606.5,10,1494,-4.409696617878178,1.3134123235501538
CPSF6,ENST00000435070.6,6,505,4.734277045106099,-1.564195875700642
ZFC3H1,ENST00000378743.7,2,417,-2.657791035130202,-1.6359933680720962
ZFC3H1,ENST00000378743.7,15,543,-1.414971661391893,-0.6783325056358189
KCNC2,ENST00000550433.5,2,928,-0.6994151533523211,2.3246719853653115
E2F7,ENST00000322886.11,9,502,3.731665670502757,-2.622202430052972
METTL25,ENST00000248306.7,4,600,6.233122021163821,0.6873767334919535
TMTC2,ENST00000321196.7,2,571,-6.419518178193891,-1.0405424333715243
TMTC2,ENST00000321196.7,3,829,-3.5691481785179,1.9506585669812584
CEP290,ENST00000309041.11,30,456,8.063367078674453,-1.968093532494643
TMCC3,ENST00000261226.8,2,917,-0.2050559041807274,2.868194208322359
FGD6,ENST00000343958.8,2,2425,-9.86517889335468,2.849450975001347
NTN4,ENST00000343702.8,2,530,4.453763327606045,3.233159440808459
ELK3,ENST00000228741.7,2,795,-6.294964850969057,-0.4761299092026863
GNPTAB,ENST00000299314.11,13,1103,-3.894811571863937,-1.7322175490029628
RIC8B,ENST00000392837.8,3,609,8.084541350586024,1.242819803038155
PRDM4,ENST00000228437.9,4,795,2.3671517208864565,1.517007945710769
SART3,ENST00000228284.7,16,455,11.265668090358782,-1.6583314563174296
CUX2,ENST00000261726.10,15,642,-5.437898722150044,-1.3576172878480934
CUX2,ENST00000261726.10,17,764,0.8266452979626173,-0.2369267687323548
TRAFD1,ENST00000412615.6,4,406,12.01374562495083,-0.533986490434121
HECTD4,ENST00000550722.5,60,1307,-3.3618119049185786,-1.014555726846727
DTX1,ENST00000257600.3,2,682,-1.3658942516093957,1.7872326131393117
MED13L,ENST00000281928.7,10,732,-5.685036675808827,-1.59928048497842
MED13L,ENST00000281928.7,17,938,-5.468036765566731,-0.6377964096732103
MED13L,ENST00000281928.7,21,424,4.12617249145589,-1.804656745314996
RNFT2,ENST00000257575.8,3,467,2.632466879343261,1.6013525795461967
KSR2,ENST00000425217.5,4,514,0.5261289914895907,-1.705939039341884
RNF34,ENST00000361234.9,3,408,11.063949294155345,0.0934461308803632
KDM2B,ENST00000377069.8,11,473,5.353473994486348,-0.6293321283321168
SETD1B,ENST00000604567.5,5,1233,-12.488770042480905,-0.7172667739159112
SETD1B,ENST00000604567.5,6,825,-9.972277767529183,-2.183950797302414
SETD1B,ENST00000604567.5,11,1260,-10.277490070908335,-2.6497710510732837
CLIP1,ENST00000361654.8,2,572,5.624867808443037,2.0871962362101435
CLIP1,ENST00000361654.8,8,717,11.018709722633304,-1.9944280205483795
DNAH10,ENST00000409039.7,19,477,6.875075265605888,-1.0536336446652317
NCOR2,ENST00000405201.5,20,589,6.7186216242233225,-1.584572097081827
NCOR2,ENST00000405201.5,38,428,4.895602887950118,-1.562080908310236
TMEM132B,ENST00000299308.7,2,892,-4.568292597470131,1.3974319127971015
TMEM132C,ENST00000435159.2,2,889,-0.3918511085883824,3.4217196969623336
RIMBP2,ENST00000261655.8,6,813,4.889677728670769,3.1110361591565105
ANKLE2,ENST00000357997.9,2,459,8.512013379068453,1.8612464231134305
GOLGA3,ENST00000204726.7,4,659,1.2618452912112563,-0.433397474697524
MPHOSPH8,ENST00000361479.9,3,849,7.872355765797808,1.148669567859066
LATS2,ENST00000382592.4,3,1424,-7.131515022503237,3.2382032901860263
LATS2,ENST00000382592.4,4,583,7.044212808686924,-0.6446314942837201
SKA3,ENST00000400018.7,4,412,11.24619379676319,-0.8485304920187701
PARP4,ENST00000381989.3,30,1080,-4.28202481090899,0.6516554749690995
SLC46A3,ENST00000266943.10,2,871,-0.1715589689505087,4.436783748265066
USPL1,ENST00000255304.8,3,640,-2.3684846364430068,0.5422491634672263
RXFP2,ENST00000380314.2,15,411,5.251846013298881,-0.7169992867732624
FRY,ENST00000380250.7,45,608,-0.9176498946452888,-2.633090435181272
BRCA2,ENST00000380152.7,9,1116,-13.70768225966434,-3.0630012308673558
BRCA2,ENST00000380152.7,10,4932,-12.75321303508897,-1.9357131911906096
BRCA2,ENST00000380152.7,13,428,-2.5460736333158978,-2.127089458239716
N4BP2L2,ENST00000357505.10,5,1739,-5.2499517829123805,1.091726628985886
KL,ENST00000380099.3,2,511,3.079814112061288,0.5166264221541063
STARD13,ENST00000336934.9,5,1361,-0.2132948250628765,2.499213961325761
NBEA,ENST00000400445.7,22,1017,-1.4022852129840104,1.1750332940269794
NBEA,ENST00000400445.7,31,439,5.444589223657462,-1.8419586075301249
TRPC4,ENST00000379705.7,2,519,3.3818137872458203,-1.035315831200358
PROSER1,ENST00000352251.7,11,1786,-8.86698637911107,-0.6519433104546425
AKAP11,ENST00000025301.3,6,4501,-9.595033750214508,1.4982966322883262
ZC3H13,ENST00000242848.8,9,465,2.7727640060537806,-2.123282878334753
ZC3H13,ENST00000242848.8,13,1224,2.934122928880737,1.1463735397555337
LRRC63,ENST00000446175.5,2,678,-3.128636892885774,1.9090878624034613
CDADC1,ENST00000251108.10,5,570,7.705993604678576,-0.9481661756055272
SETDB2,ENST00000354234.8,6,564,2.9035707157777777,0.3676195965027475
ATP7B,ENST00000242839.8,2,1234,0.1375172641592863,3.061862778005416
TDRD3,ENST00000196169.7,8,851,-1.0218703736174284,1.3183767719611077
BORA,ENST00000390667.9,10,611,6.126742887985536,-2.3694436264497303
KLF12,ENST00000377669.6,3,547,-6.807268441919376,3.120257237455981
TBC1D4,ENST00000377625.6,2,582,3.77118262558046,0.9113474363236002
LMO7,ENST00000357063.7,11,720,-3.577181894216312,-2.1977500099917786
LMO7,ENST00000357063.7,15,433,3.66205305435168,-2.1214327638226345
MYCBP2,ENST00000544440.6,56,1644,-8.560300208862575,0.8290178743013911
EDNRB,ENST00000377211.8,2,534,0.9198655424151913,1.110526528208437
GPC5,ENST00000377067.8,3,695,8.34234586278361,0.7101579010208634
DZIP1,ENST00000361396.6,2,561,-3.053405673646164,2.206314633406066
BIVM-ERCC5,ENST00000639435.1,16,1074,0.4502754379195058,2.451277820921018
ERCC5,ENST00000355739.8,8,1074,0.6992055743187038,2.3513174349372363
MYO16,ENST00000356711.6,31,1113,-7.638369895913764,-1.6580777597149476
KLHL33,ENST00000637228.1,2,925,-2.597087420234406,-0.9749768836874048
ARHGEF40,ENST00000298694.8,3,1249,-8.096065221261423,0.8898717386301666
ARHGEF40,ENST00000298694.8,14,611,1.6889243716834148,-2.716979006930077
ZNF219,ENST00000360947.7,2,1426,-13.995017095001776,-0.4261747302129917
CHD8,ENST00000430710.7,31,720,4.554720064301312,-0.4645141269008863
LRP10,ENST00000359591.8,5,1018,-3.961510112826327,0.7809814949286964
SLC22A17,ENST00000354772.8,2,504,4.866123911237274,3.0519283003544357
EFS,ENST00000216733.7,4,723,-3.937934586048808,-1.1057587834940446
ZFHX2,ENST00000419474.4,2,518,-8.241433204094616,-3.660442701289303
JPH4,ENST00000622501.4,3,772,-2.5940464630388056,2.398086262007208
TM9SF1,ENST00000261789.8,2,622,4.99936303211452,2.57684964917943
RP11-468E2.1,ENST00000530611.1,7,622,7.504103600442823,1.714399630086459
NOP9,ENST00000267425.7,2,450,7.834632970189444,-0.3912375792115991
NFATC4,ENST00000413692.6,3,1096,-3.6148187129554814,2.3304524639518496
NYNRIN,ENST00000382554.3,2,659,-11.65683650856795,-3.5772150127949787
NYNRIN,ENST00000382554.3,3,1557,-9.616786517963968,-1.8781940185098915
KHNYN,ENST00000251343.9,2,1148,-4.142356792857713,-1.7399255168074688
AKAP6,ENST00000280979.8,3,1770,-8.061738178226218,1.1849224743120466
BAZ1A,ENST00000358716.8,16,597,2.959462806772045,0.2413814198856481
BAZ1A,ENST00000358716.8,22,467,0.3926717954705134,-2.416187376094125
PAX9,ENST00000402703.6,2,627,-1.1928564156130586,2.92203898528072
RP11-407N17.3,ENST00000553728.1,4,1231,0.6975279071077938,4.377741322304587
LRFN5,ENST00000298119.8,2,713,-1.5958481962512192,-3.0954018310451654
KLHL28,ENST00000396128.8,2,444,7.201138273546746,-1.738674937803587
MIS18BP1,ENST00000310806.8,3,485,3.315149286908705,-1.5704042314127544
MIS18BP1,ENST00000310806.8,10,829,4.062575398394135,-2.4294403585870605
SOS2,ENST00000216373.9,10,656,-4.226001381702842,1.2456939740492363
NIN,ENST00000245441.9,16,2139,-2.258857169575822,3.0168788473891044
SAMD4A,ENST00000554335.5,2,519,4.597815803874927,1.1476212680998337
TBPL2,ENST00000247219.5,2,458,4.301409061815278,3.3143994282075
AP5M1,ENST00000261558.7,2,646,-4.388130668198607,2.9651268174263894
ARID4A,ENST00000355431.7,19,1131,3.0615813684595543,2.569250520620085
PCNX4,ENST00000317623.8,2,488,-8.986087723126714,0.9650038376896805
PCNX4,ENST00000317623.8,7,1034,-5.332860721918951,-1.7112819858027215
PPM1A,ENST00000325642.7,2,854,7.052382641260424,1.4477263868116932
TRMT5,ENST00000261249.6,2,656,-5.3426996756020495,3.264254733656469
HIF1A,ENST00000337138.8,12,434,9.7601372675122,-1.4501959052996516
KCNH5,ENST00000322893.11,7,427,-1.5701056517453338,-1.4311187530896954
SYNE2,ENST00000358025.7,29,611,-1.9266827749076465,-2.554066304341585
SYNE2,ENST00000358025.7,47,2101,-4.7993177655656805,-1.626198757879017
SPTB,ENST00000556626.5,13,871,5.009388717255346,-1.184763237014687
SPTB,ENST00000556626.5,15,757,8.960367452307226,-1.2057901246441725
PLEKHH1,ENST00000329153.9,6,758,2.0445465623062846,0.4629749465148955
ZFYVE26,ENST00000347230.8,4,523,-3.170032478592033,-1.0116038151527196
ZFYVE26,ENST00000347230.8,10,609,-0.171334563272888,-0.771325341285243
ZFYVE26,ENST00000347230.8,20,746,-3.981870059380304,-1.4508864811545783
PCNX1,ENST00000304743.6,6,1707,-10.271611820503947,0.5402193795155432
PCNX1,ENST00000304743.6,34,443,0.1423091173219691,-2.705867197092568
ZFYVE1,ENST00000553891.5,2,505,10.76227573900258,-0.0664867985082738
PAPLN,ENST00000340738.9,17,478,8.754685649599507,-2.0703216689651263
YLPM1,ENST00000552421.5,4,992,-1.3989567749726313,0.8123181730813308
YLPM1,ENST00000552421.5,6,418,7.179783264510262,-1.977782008992879
RPS6KL1,ENST00000354625.6,6,606,-0.5672565599827909,-2.4388706328035457
ESRRB,ENST00000512784.5,2,410,3.1163821146560844,6.036930006936735
ANGEL1,ENST00000251089.6,2,585,3.5170834830689444,1.2689835135841223
ANGEL1,ENST00000251089.6,5,434,8.994480167852057,-0.974109316180098
NRXN3,ENST00000634499.1,6,439,5.777885175501413,-1.348205587118978
STON2,ENST00000555447.5,4,1839,-5.824995353173825,1.3384197064942382
SPATA7,ENST00000556553.5,5,473,3.77592788784777,-0.5002391291079795
PTPN21,ENST00000328736.7,12,1433,-4.924599735378573,-0.4139715037022625
ZC3H14,ENST00000251038.9,6,430,2.68075049099542,-1.0128560703669802
NRDE2,ENST00000354366.7,5,448,-0.01775797428511,-1.197006963558555
NRDE2,ENST00000354366.7,6,406,2.9782925403059104,-1.734298906969604
NRDE2,ENST00000354366.7,11,929,-1.7870614900333333,-2.586336367894548
PPP4R3A,ENST00000554684.5,4,618,4.796747949399775,0.6673289149283178
TRIP11,ENST00000267622.8,11,3030,-4.53088746059801,1.7147027228272709
RIN3,ENST00000216487.11,6,1494,-6.7066465303787215,2.301879111506079
CHGA,ENST00000216492.9,6,453,13.199167233271556,-1.5106784419576194
UNC79,ENST00000256339.8,27,1221,-3.77424073443469,2.3041952985516136
ASB2,ENST00000555019.5,7,565,5.412113924913781,1.5035720386033806
DDX24,ENST00000621632.4,2,525,10.249253293707422,-1.853409605564858
DDX24,ENST00000621632.4,4,516,7.525910559764489,-1.43029997588526
DICER1,ENST00000343455.7,7,473,0.7802483418429786,-1.2372913870102342
DICER1,ENST00000343455.7,20,781,-2.961545235499231,0.2936791783672933
DICER1,ENST00000343455.7,22,889,-0.6168835408203288,-0.8707141922330942
CLMN,ENST00000298912.8,9,1626,-2.2973333050356213,2.3680354316553798
HHIPL1,ENST00000330710.9,2,647,-1.146167627578895,-0.7118552381942026
DYNC1H1,ENST00000360184.8,8,1077,3.532793658712232,-0.637485243476671
TECPR2,ENST00000359520.11,8,977,-0.2820168688406874,0.1548748463201165
CDC42BPB,ENST00000361246.6,30,597,12.51106897565255,-0.402836464886518
EXOC3L4,ENST00000380069.7,2,655,7.4620988745054255,2.001566215867476
KIF26A,ENST00000423312.6,3,447,-1.7982617122424822,-2.736583898198551
KIF26A,ENST00000423312.6,12,2917,-10.503570267433094,-0.2464805076249371
INF2,ENST00000330634.11,7,750,-6.6473781734215525,-2.060839340433008
CEP170B,ENST00000556508.5,5,474,-5.020271950212359,-2.845640846927912
CEP170B,ENST00000556508.5,6,719,-6.578596954740078,-2.470599379361787
CEP170B,ENST00000556508.5,9,1704,-6.229611830795426,0.2970053155916324
GOLGA6L22,ENST00000620691.4,8,765,2.1600231706426047,-0.9363422680526778
ATP10A,ENST00000356865.10,10,568,3.603331670001528,1.2988802120061522
TJP1,ENST00000346128.10,21,873,3.66406239353009,0.2885950091267063
TJP1,ENST00000346128.10,25,478,6.70859150622212,-2.1247344225055147
FMN1,ENST00000616417.4,5,764,-2.995644756996552,-2.6963226818515835
RYR3,ENST00000634891.1,35,796,-0.1684847757120045,-0.8895268462779059
RYR3,ENST00000634891.1,89,1328,0.5649899307888968,0.6421908800329988
NUTM1,ENST00000537011.5,3,709,-8.46873672608097,-0.179615335739591
EIF2AK4,ENST00000559624.5,9,536,9.737099637830562,-1.1452652735328364
KNL1,ENST00000346991.9,10,5001,-9.662372144777128,0.3772186978610973
DLL4,ENST00000249749.6,9,703,4.575452741387623,1.3365631998242669
MGA,ENST00000563576.5,2,949,-0.6004230955289152,-0.710232852777499
SPTBN5,ENST00000320955.7,6,632,-1.9180266254281264,-1.2057542135601291
EHD4,ENST00000220325.8,4,413,6.616735693767191,-2.302968071033809
ZNF106,ENST00000263805.8,2,2184,-8.157421026964307,0.652037583170421
